topicId,rank,docId,filename
1,94,104,C:\mallet\CourtProceedings\1910_gr_l-5337.txt
1,95,87,C:\mallet\CourtProceedings\1910_gr_l-5255.txt
1,96,58,C:\mallet\CourtProceedings\1910_gr_l-5038.txt
1,97,202,C:\mallet\CourtProceedings\1910_gr_l-5762.txt
1,98,71,C:\mallet\CourtProceedings\1910_gr_l-5160.txt
1,99,48,C:\mallet\CourtProceedings\1910_gr_l-4913.txt
1,100,39,C:\mallet\CourtProceedings\1910_gr_l-4612.txt
1,101,23,C:\mallet\CourtProceedings\1910_gr_5919.txt
1,102,186,C:\mallet\CourtProceedings\1910_gr_l-5676.txt
1,103,159,C:\mallet\CourtProceedings\1910_gr_l-5586.txt
1,104,132,C:\mallet\CourtProceedings\1910_gr_l-5486.txt
1,105,109,C:\mallet\CourtProceedings\1910_gr_l-5396.txt
1,106,207,C:\mallet\CourtProceedings\1910_gr_l-5790.txt
1,107,137,C:\mallet\CourtProceedings\1910_gr_l-5504.txt
1,108,244,C:\mallet\CourtProceedings\1910_gr_l-6185.txt
1,109,239,C:\mallet\CourtProceedings\1910_gr_l-6079.txt
1,110,118,C:\mallet\CourtProceedings\1910_gr_l-5448.txt
1,111,70,C:\mallet\CourtProceedings\1910_gr_l-5155.txt
1,112,1,C:\mallet\CourtProceedings\1910_gr_4883.txt
1,113,241,C:\mallet\CourtProceedings\1910_gr_l-6084.txt
1,114,128,C:\mallet\CourtProceedings\1910_gr_l-5478.txt
1,115,111,C:\mallet\CourtProceedings\1910_gr_l-5403.txt
1,116,107,C:\mallet\CourtProceedings\1910_gr_l-5381.txt
1,117,89,C:\mallet\CourtProceedings\1910_gr_l-5266.txt
1,118,154,C:\mallet\CourtProceedings\1910_gr_l-5569.txt
1,119,151,C:\mallet\CourtProceedings\1910_gr_l-5560.txt
1,120,8,C:\mallet\CourtProceedings\1910_gr_5592.txt
1,121,191,C:\mallet\CourtProceedings\1910_gr_l-5692.txt
1,122,180,C:\mallet\CourtProceedings\1910_gr_l-5647.txt
1,123,126,C:\mallet\CourtProceedings\1910_gr_l-5476.txt
1,124,52,C:\mallet\CourtProceedings\1910_gr_l-4980.txt
1,125,17,C:\mallet\CourtProceedings\1910_gr_5771.txt
1,126,234,C:\mallet\CourtProceedings\1910_gr_l-6067.txt
1,127,201,C:\mallet\CourtProceedings\1910_gr_l-5749.txt
1,128,196,C:\mallet\CourtProceedings\1910_gr_l-5710.txt
1,129,194,C:\mallet\CourtProceedings\1910_gr_l-5699.txt
1,130,181,C:\mallet\CourtProceedings\1910_gr_l-5648.txt
1,131,160,C:\mallet\CourtProceedings\1910_gr_l-5588.txt
1,132,112,C:\mallet\CourtProceedings\1910_gr_l-5412.txt
1,133,68,C:\mallet\CourtProceedings\1910_gr_l-5149.txt
1,134,2,C:\mallet\CourtProceedings\1910_gr_5051.txt
1,135,209,C:\mallet\CourtProceedings\1910_gr_l-5804.txt
1,136,200,C:\mallet\CourtProceedings\1910_gr_l-5737.txt
1,137,170,C:\mallet\CourtProceedings\1910_gr_l-5623.txt
1,138,74,C:\mallet\CourtProceedings\1910_gr_l-5168.txt
1,139,43,C:\mallet\CourtProceedings\1910_gr_l-4788.txt
1,140,34,C:\mallet\CourtProceedings\1910_gr_l-4150.txt
1,141,25,C:\mallet\CourtProceedings\1910_gr_5963.txt
1,142,18,C:\mallet\CourtProceedings\1910_gr_5795.txt
1,143,245,C:\mallet\CourtProceedings\1910_gr_l-6204.txt
1,144,223,C:\mallet\CourtProceedings\1910_gr_l-5900.txt
1,145,102,C:\mallet\CourtProceedings\1910_gr_l-5334.txt
1,146,53,C:\mallet\CourtProceedings\1910_gr_l-4991.txt
1,147,32,C:\mallet\CourtProceedings\1910_gr_l-4040.txt
1,148,15,C:\mallet\CourtProceedings\1910_gr_5753.txt
1,149,252,C:\mallet\CourtProceedings\1910_gr_l-6497.txt
1,150,218,C:\mallet\CourtProceedings\1910_gr_l-5871.txt
1,151,217,C:\mallet\CourtProceedings\1910_gr_l-5867.txt
1,152,140,C:\mallet\CourtProceedings\1910_gr_l-5516.txt
1,153,106,C:\mallet\CourtProceedings\1910_gr_l-5359.txt
1,154,98,C:\mallet\CourtProceedings\1910_gr_l-5319.txt
1,155,33,C:\mallet\CourtProceedings\1910_gr_l-4145.txt
1,156,21,C:\mallet\CourtProceedings\1910_gr_5840.txt
1,157,240,C:\mallet\CourtProceedings\1910_gr_l-6080.txt
1,158,237,C:\mallet\CourtProceedings\1910_gr_l-6073.txt
1,159,187,C:\mallet\CourtProceedings\1910_gr_l-5681.txt
1,160,172,C:\mallet\CourtProceedings\1910_gr_l-5627.txt
1,161,142,C:\mallet\CourtProceedings\1910_gr_l-5524.txt
1,162,3,C:\mallet\CourtProceedings\1910_gr_5052.txt
1,163,233,C:\mallet\CourtProceedings\1910_gr_l-6054.txt
1,164,226,C:\mallet\CourtProceedings\1910_gr_l-5934.txt
1,165,219,C:\mallet\CourtProceedings\1910_gr_l-5874.txt
1,166,168,C:\mallet\CourtProceedings\1910_gr_l-5611.txt
1,167,135,C:\mallet\CourtProceedings\1910_gr_l-5496.txt
1,168,129,C:\mallet\CourtProceedings\1910_gr_l-5480.txt
1,169,114,C:\mallet\CourtProceedings\1910_gr_l-5418.txt
1,170,97,C:\mallet\CourtProceedings\1910_gr_l-5315.txt
1,171,94,C:\mallet\CourtProceedings\1910_gr_l-5291.txt
1,172,66,C:\mallet\CourtProceedings\1910_gr_l-5123.txt
1,173,57,C:\mallet\CourtProceedings\1910_gr_l-5025.txt
1,174,47,C:\mallet\CourtProceedings\1910_gr_l-4907.txt
1,175,19,C:\mallet\CourtProceedings\1910_gr_5805.txt
1,176,183,C:\mallet\CourtProceedings\1910_gr_l-5663.txt
1,177,169,C:\mallet\CourtProceedings\1910_gr_l-5620.txt
1,178,134,C:\mallet\CourtProceedings\1910_gr_l-5491.txt
1,179,76,C:\mallet\CourtProceedings\1910_gr_l-5188.txt
1,180,11,C:\mallet\CourtProceedings\1910_gr_5658.txt
1,181,236,C:\mallet\CourtProceedings\1910_gr_l-6070.txt
1,182,210,C:\mallet\CourtProceedings\1910_gr_l-5807.txt
1,183,130,C:\mallet\CourtProceedings\1910_gr_l-5482.txt
1,184,121,C:\mallet\CourtProceedings\1910_gr_l-5458.txt
1,185,92,C:\mallet\CourtProceedings\1910_gr_l-5283.txt
1,186,61,C:\mallet\CourtProceedings\1910_gr_l-5066.txt
1,187,216,C:\mallet\CourtProceedings\1910_gr_l-5853.txt
1,188,177,C:\mallet\CourtProceedings\1910_gr_l-5637.txt
1,189,141,C:\mallet\CourtProceedings\1910_gr_l-5521.txt
1,190,131,C:\mallet\CourtProceedings\1910_gr_l-5483.txt
1,191,113,C:\mallet\CourtProceedings\1910_gr_l-5413.txt
1,192,59,C:\mallet\CourtProceedings\1910_gr_l-5054.txt
1,193,54,C:\mallet\CourtProceedings\1910_gr_l-5001.txt
1,194,50,C:\mallet\CourtProceedings\1910_gr_l-4968.txt
1,195,31,C:\mallet\CourtProceedings\1910_gr_l-3983.txt
1,196,16,C:\mallet\CourtProceedings\1910_gr_5754.txt
1,197,248,C:\mallet\CourtProceedings\1910_gr_l-6255.txt
1,198,139,C:\mallet\CourtProceedings\1910_gr_l-5513.txt
1,199,117,C:\mallet\CourtProceedings\1910_gr_l-5447.txt
1,200,77,C:\mallet\CourtProceedings\1910_gr_l-5193.txt
1,201,36,C:\mallet\CourtProceedings\1910_gr_l-4320.txt
1,202,10,C:\mallet\CourtProceedings\1910_gr_5649.txt
1,203,220,C:\mallet\CourtProceedings\1910_gr_l-5878.txt
1,204,179,C:\mallet\CourtProceedings\1910_gr_l-5644.txt
1,205,80,C:\mallet\CourtProceedings\1910_gr_l-5219.txt
1,206,79,C:\mallet\CourtProceedings\1910_gr_l-5201.txt
1,207,73,C:\mallet\CourtProceedings\1910_gr_l-5162.txt
1,208,65,C:\mallet\CourtProceedings\1910_gr_l-5117.txt
1,209,29,C:\mallet\CourtProceedings\1910_gr_l-2532.txt
1,210,251,C:\mallet\CourtProceedings\1910_gr_l-6492.txt
1,211,208,C:\mallet\CourtProceedings\1910_gr_l-5791.txt
1,212,205,C:\mallet\CourtProceedings\1910_gr_l-5785.txt
1,213,174,C:\mallet\CourtProceedings\1910_gr_l-5629.txt
1,214,152,C:\mallet\CourtProceedings\1910_gr_l-5565.txt
1,215,124,C:\mallet\CourtProceedings\1910_gr_l-5465.txt
1,216,99,C:\mallet\CourtProceedings\1910_gr_l-5321.txt
1,217,84,C:\mallet\CourtProceedings\1910_gr_l-5252.txt
1,218,69,C:\mallet\CourtProceedings\1910_gr_l-5151.txt
1,219,38,C:\mallet\CourtProceedings\1910_gr_l-4508.txt
1,220,20,C:\mallet\CourtProceedings\1910_gr_5826.txt
1,221,246,C:\mallet\CourtProceedings\1910_gr_l-6222.txt
1,222,224,C:\mallet\CourtProceedings\1910_gr_l-5922.txt
1,223,211,C:\mallet\CourtProceedings\1910_gr_l-5809.txt
1,224,96,C:\mallet\CourtProceedings\1910_gr_l-5312.txt
1,225,86,C:\mallet\CourtProceedings\1910_gr_l-5254.txt
1,226,55,C:\mallet\CourtProceedings\1910_gr_l-5006.txt
1,227,49,C:\mallet\CourtProceedings\1910_gr_l-4950.txt
1,228,213,C:\mallet\CourtProceedings\1910_gr_l-5813.txt
1,229,153,C:\mallet\CourtProceedings\1910_gr_l-5566.txt
1,230,145,C:\mallet\CourtProceedings\1910_gr_l-5530.txt
1,231,75,C:\mallet\CourtProceedings\1910_gr_l-5183.txt
1,232,62,C:\mallet\CourtProceedings\1910_gr_l-5095.txt
1,233,35,C:\mallet\CourtProceedings\1910_gr_l-4179.txt
1,234,24,C:\mallet\CourtProceedings\1910_gr_5938.txt
1,235,229,C:\mallet\CourtProceedings\1910_gr_l-5982.txt
1,236,215,C:\mallet\CourtProceedings\1910_gr_l-5827.txt
1,237,214,C:\mallet\CourtProceedings\1910_gr_l-5818.txt
1,238,182,C:\mallet\CourtProceedings\1910_gr_l-5654.txt
1,239,162,C:\mallet\CourtProceedings\1910_gr_l-5596.txt
1,240,125,C:\mallet\CourtProceedings\1910_gr_l-5470.txt
1,241,82,C:\mallet\CourtProceedings\1910_gr_l-5236.txt
1,242,41,C:\mallet\CourtProceedings\1910_gr_l-4654.txt
1,243,192,C:\mallet\CourtProceedings\1910_gr_l-5693.txt
1,244,127,C:\mallet\CourtProceedings\1910_gr_l-5477.txt
1,245,120,C:\mallet\CourtProceedings\1910_gr_l-5455.txt
1,246,85,C:\mallet\CourtProceedings\1910_gr_l-5253.txt
1,247,238,C:\mallet\CourtProceedings\1910_gr_l-6077.txt
1,248,199,C:\mallet\CourtProceedings\1910_gr_l-5728.txt
1,249,184,C:\mallet\CourtProceedings\1910_gr_l-5671.txt
1,250,176,C:\mallet\CourtProceedings\1910_gr_l-5636.txt
1,251,13,C:\mallet\CourtProceedings\1910_gr_5745.txt
1,252,188,C:\mallet\CourtProceedings\1910_gr_l-5683.txt
2,1,72,C:\mallet\CourtProceedings\1910_gr_l-5161.txt
2,2,100,C:\mallet\CourtProceedings\1910_gr_l-5324.txt
2,3,116,C:\mallet\CourtProceedings\1910_gr_l-5439.txt
2,4,107,C:\mallet\CourtProceedings\1910_gr_l-5381.txt
2,5,7,C:\mallet\CourtProceedings\1910_gr_5430.txt
2,6,91,C:\mallet\CourtProceedings\1910_gr_l-5272.txt
2,7,225,C:\mallet\CourtProceedings\1910_gr_l-5925.txt
2,8,103,C:\mallet\CourtProceedings\1910_gr_l-5335.txt
2,9,235,C:\mallet\CourtProceedings\1910_gr_l-6069.txt
2,10,94,C:\mallet\CourtProceedings\1910_gr_l-5291.txt
2,11,40,C:\mallet\CourtProceedings\1910_gr_l-4614.txt
2,12,136,C:\mallet\CourtProceedings\1910_gr_l-5502.txt
2,13,230,C:\mallet\CourtProceedings\1910_gr_l-5985.txt
2,14,70,C:\mallet\CourtProceedings\1910_gr_l-5155.txt
2,15,95,C:\mallet\CourtProceedings\1910_gr_l-5304.txt
2,16,234,C:\mallet\CourtProceedings\1910_gr_l-6067.txt
2,17,217,C:\mallet\CourtProceedings\1910_gr_l-5867.txt
2,18,133,C:\mallet\CourtProceedings\1910_gr_l-5487.txt
2,19,114,C:\mallet\CourtProceedings\1910_gr_l-5418.txt
2,20,151,C:\mallet\CourtProceedings\1910_gr_l-5560.txt
2,21,140,C:\mallet\CourtProceedings\1910_gr_l-5516.txt
2,22,201,C:\mallet\CourtProceedings\1910_gr_l-5749.txt
2,23,147,C:\mallet\CourtProceedings\1910_gr_l-5535.txt
2,24,14,C:\mallet\CourtProceedings\1910_gr_5751.txt
2,25,237,C:\mallet\CourtProceedings\1910_gr_l-6073.txt
2,26,226,C:\mallet\CourtProceedings\1910_gr_l-5934.txt
2,27,11,C:\mallet\CourtProceedings\1910_gr_5658.txt
2,28,146,C:\mallet\CourtProceedings\1910_gr_l-5533.txt
2,29,163,C:\mallet\CourtProceedings\1910_gr_l-5597.txt
2,30,218,C:\mallet\CourtProceedings\1910_gr_l-5871.txt
2,31,169,C:\mallet\CourtProceedings\1910_gr_l-5620.txt
2,32,223,C:\mallet\CourtProceedings\1910_gr_l-5900.txt
2,33,167,C:\mallet\CourtProceedings\1910_gr_l-5606.txt
2,34,18,C:\mallet\CourtProceedings\1910_gr_5795.txt
2,35,126,C:\mallet\CourtProceedings\1910_gr_l-5476.txt
2,36,81,C:\mallet\CourtProceedings\1910_gr_l-5222.txt
2,37,154,C:\mallet\CourtProceedings\1910_gr_l-5569.txt
2,38,236,C:\mallet\CourtProceedings\1910_gr_l-6070.txt
2,39,16,C:\mallet\CourtProceedings\1910_gr_5754.txt
2,40,191,C:\mallet\CourtProceedings\1910_gr_l-5692.txt
2,41,206,C:\mallet\CourtProceedings\1910_gr_l-5786.txt
2,42,51,C:\mallet\CourtProceedings\1910_gr_l-4977.txt
2,43,89,C:\mallet\CourtProceedings\1910_gr_l-5266.txt
2,44,193,C:\mallet\CourtProceedings\1910_gr_l-5696.txt
2,45,199,C:\mallet\CourtProceedings\1910_gr_l-5728.txt
2,46,160,C:\mallet\CourtProceedings\1910_gr_l-5588.txt
2,47,202,C:\mallet\CourtProceedings\1910_gr_l-5762.txt
2,48,98,C:\mallet\CourtProceedings\1910_gr_l-5319.txt
2,49,74,C:\mallet\CourtProceedings\1910_gr_l-5168.txt
2,50,10,C:\mallet\CourtProceedings\1910_gr_5649.txt
2,51,135,C:\mallet\CourtProceedings\1910_gr_l-5496.txt
2,52,143,C:\mallet\CourtProceedings\1910_gr_l-5525.txt
2,53,63,C:\mallet\CourtProceedings\1910_gr_l-5097.txt
2,54,134,C:\mallet\CourtProceedings\1910_gr_l-5491.txt
2,55,67,C:\mallet\CourtProceedings\1910_gr_l-5141.txt
2,56,209,C:\mallet\CourtProceedings\1910_gr_l-5804.txt
2,57,101,C:\mallet\CourtProceedings\1910_gr_l-5325.txt
2,58,232,C:\mallet\CourtProceedings\1910_gr_l-6013.txt
2,59,69,C:\mallet\CourtProceedings\1910_gr_l-5151.txt
2,60,87,C:\mallet\CourtProceedings\1910_gr_l-5255.txt
2,61,214,C:\mallet\CourtProceedings\1910_gr_l-5818.txt
2,62,161,C:\mallet\CourtProceedings\1910_gr_l-5593.txt
2,63,52,C:\mallet\CourtProceedings\1910_gr_l-4980.txt
2,64,92,C:\mallet\CourtProceedings\1910_gr_l-5283.txt
2,65,60,C:\mallet\CourtProceedings\1910_gr_l-5060.txt
2,66,207,C:\mallet\CourtProceedings\1910_gr_l-5790.txt
2,67,73,C:\mallet\CourtProceedings\1910_gr_l-5162.txt
2,68,245,C:\mallet\CourtProceedings\1910_gr_l-6204.txt
2,69,229,C:\mallet\CourtProceedings\1910_gr_l-5982.txt
2,70,172,C:\mallet\CourtProceedings\1910_gr_l-5627.txt
2,71,90,C:\mallet\CourtProceedings\1910_gr_l-5270.txt
2,72,188,C:\mallet\CourtProceedings\1910_gr_l-5683.txt
2,73,53,C:\mallet\CourtProceedings\1910_gr_l-4991.txt
2,74,104,C:\mallet\CourtProceedings\1910_gr_l-5337.txt
2,75,15,C:\mallet\CourtProceedings\1910_gr_5753.txt
2,76,208,C:\mallet\CourtProceedings\1910_gr_l-5791.txt
2,77,99,C:\mallet\CourtProceedings\1910_gr_l-5321.txt
2,78,246,C:\mallet\CourtProceedings\1910_gr_l-6222.txt
2,79,200,C:\mallet\CourtProceedings\1910_gr_l-5737.txt
2,80,32,C:\mallet\CourtProceedings\1910_gr_l-4040.txt
2,81,162,C:\mallet\CourtProceedings\1910_gr_l-5596.txt
2,82,2,C:\mallet\CourtProceedings\1910_gr_5051.txt
2,83,42,C:\mallet\CourtProceedings\1910_gr_l-4713.txt
2,84,185,C:\mallet\CourtProceedings\1910_gr_l-5673.txt
2,85,19,C:\mallet\CourtProceedings\1910_gr_5805.txt
2,86,171,C:\mallet\CourtProceedings\1910_gr_l-5624.txt
2,87,61,C:\mallet\CourtProceedings\1910_gr_l-5066.txt
2,88,168,C:\mallet\CourtProceedings\1910_gr_l-5611.txt
2,89,250,C:\mallet\CourtProceedings\1910_gr_l-6399.txt
2,90,153,C:\mallet\CourtProceedings\1910_gr_l-5566.txt
2,91,222,C:\mallet\CourtProceedings\1910_gr_l-5897.txt
2,92,152,C:\mallet\CourtProceedings\1910_gr_l-5565.txt
2,93,144,C:\mallet\CourtProceedings\1910_gr_l-5527.txt
2,94,211,C:\mallet\CourtProceedings\1910_gr_l-5809.txt
2,95,241,C:\mallet\CourtProceedings\1910_gr_l-6084.txt
2,96,49,C:\mallet\CourtProceedings\1910_gr_l-4950.txt
2,97,248,C:\mallet\CourtProceedings\1910_gr_l-6255.txt
2,98,115,C:\mallet\CourtProceedings\1910_gr_l-5426.txt
2,99,93,C:\mallet\CourtProceedings\1910_gr_l-5290.txt
2,100,243,C:\mallet\CourtProceedings\1910_gr_l-6157.txt
2,101,108,C:\mallet\CourtProceedings\1910_gr_l-5390.txt
2,102,66,C:\mallet\CourtProceedings\1910_gr_l-5123.txt
2,103,204,C:\mallet\CourtProceedings\1910_gr_l-5775.txt
2,104,221,C:\mallet\CourtProceedings\1910_gr_l-5887.txt
2,105,210,C:\mallet\CourtProceedings\1910_gr_l-5807.txt
2,106,84,C:\mallet\CourtProceedings\1910_gr_l-5252.txt
2,107,178,C:\mallet\CourtProceedings\1910_gr_l-5642.txt
2,108,58,C:\mallet\CourtProceedings\1910_gr_l-5038.txt
2,109,177,C:\mallet\CourtProceedings\1910_gr_l-5637.txt
2,110,28,C:\mallet\CourtProceedings\1910_gr_l-2352.txt
2,111,130,C:\mallet\CourtProceedings\1910_gr_l-5482.txt
2,112,22,C:\mallet\CourtProceedings\1910_gr_5849.txt
2,113,150,C:\mallet\CourtProceedings\1910_gr_l-5559.txt
2,114,48,C:\mallet\CourtProceedings\1910_gr_l-4913.txt
2,115,123,C:\mallet\CourtProceedings\1910_gr_l-5464.txt
2,116,55,C:\mallet\CourtProceedings\1910_gr_l-5006.txt
2,117,194,C:\mallet\CourtProceedings\1910_gr_l-5699.txt
2,118,159,C:\mallet\CourtProceedings\1910_gr_l-5586.txt
2,119,117,C:\mallet\CourtProceedings\1910_gr_l-5447.txt
2,120,9,C:\mallet\CourtProceedings\1910_gr_5610.txt
2,121,213,C:\mallet\CourtProceedings\1910_gr_l-5813.txt
2,122,197,C:\mallet\CourtProceedings\1910_gr_l-5715.txt
2,123,190,C:\mallet\CourtProceedings\1910_gr_l-5691.txt
2,124,131,C:\mallet\CourtProceedings\1910_gr_l-5483.txt
2,125,231,C:\mallet\CourtProceedings\1910_gr_l-5994.txt
2,126,128,C:\mallet\CourtProceedings\1910_gr_l-5478.txt
2,127,62,C:\mallet\CourtProceedings\1910_gr_l-5095.txt
2,128,44,C:\mallet\CourtProceedings\1910_gr_l-4811.txt
2,129,27,C:\mallet\CourtProceedings\1910_gr_l-2308.txt
2,130,6,C:\mallet\CourtProceedings\1910_gr_5411.txt
2,131,219,C:\mallet\CourtProceedings\1910_gr_l-5874.txt
2,132,184,C:\mallet\CourtProceedings\1910_gr_l-5671.txt
2,133,173,C:\mallet\CourtProceedings\1910_gr_l-5628.txt
2,134,149,C:\mallet\CourtProceedings\1910_gr_l-5553.txt
2,135,31,C:\mallet\CourtProceedings\1910_gr_l-3983.txt
2,136,26,C:\mallet\CourtProceedings\1910_gr_6000.txt
2,137,182,C:\mallet\CourtProceedings\1910_gr_l-5654.txt
2,138,247,C:\mallet\CourtProceedings\1910_gr_l-6250.txt
2,139,139,C:\mallet\CourtProceedings\1910_gr_l-5513.txt
2,140,132,C:\mallet\CourtProceedings\1910_gr_l-5486.txt
2,141,110,C:\mallet\CourtProceedings\1910_gr_l-5398.txt
2,142,195,C:\mallet\CourtProceedings\1910_gr_l-5708.txt
2,143,170,C:\mallet\CourtProceedings\1910_gr_l-5623.txt
2,144,68,C:\mallet\CourtProceedings\1910_gr_l-5149.txt
2,145,64,C:\mallet\CourtProceedings\1910_gr_l-5112.txt
2,146,224,C:\mallet\CourtProceedings\1910_gr_l-5922.txt
2,147,176,C:\mallet\CourtProceedings\1910_gr_l-5636.txt
2,148,164,C:\mallet\CourtProceedings\1910_gr_l-5599.txt
2,149,86,C:\mallet\CourtProceedings\1910_gr_l-5254.txt
